event_time,event_type,category_code,brand,price
2019-10-01 07:42:06 UTC,cart,electronics.smartphone,samsung,286.35
2019-10-01 07:42:06 UTC,cart,electronics.smartphone,apple,738.39
2019-10-01 07:42:07 UTC,cart,electronics.smartphone,huawei,962.02
2019-10-01 07:42:08 UTC,cart,electronics.audio.headphone,xiaomi,22.39
2019-10-01 07:42:11 UTC,purchase,appliances.kitchen.microwave,samsung,123.32
2019-10-01 07:42:13 UTC,cart,electronics.smartphone,apple,738.39
2019-10-01 07:42:14 UTC,purchase,electronics.smartphone,apple,975.56
2019-10-01 07:42:16 UTC,purchase,electronics.smartphone,apple,733.81
2019-10-01 07:42:17 UTC,purchase,appliances.environment.vacuum,samsung,164.71
2019-10-01 07:42:17 UTC,purchase,electronics.audio.acoustic,stagg,120.98
2019-10-01 07:42:21 UTC,purchase,apparel.shoes.keds,remonte,57.92
2019-10-01 07:42:26 UTC,purchase,electronics.smartphone,oppo,179.35
2019-10-01 07:42:28 UTC,purchase,electronics.smartphone,apple,1634.51
2019-10-01 07:42:31 UTC,purchase,electronics.smartphone,samsung,614.53
2019-10-01 07:42:32 UTC,purchase,appliances.kitchen.microwave,elenberg,51.46
2019-10-01 07:42:33 UTC,purchase,electronics.smartphone,huawei,962.02
2019-10-01 07:42:37 UTC,purchase,electronics.smartphone,samsung,89.32
2019-10-01 07:42:43 UTC,purchase,electronics.smartphone,samsung,174.46
2019-10-01 07:42:56 UTC,cart,electronics.smartphone,apple,579.16
2019-10-01 07:42:57 UTC,cart,electronics.smartphone,samsung,254.26
2019-10-01 07:43:00 UTC,purchase,electronics.smartphone,apple,2056.68
2019-10-01 07:43:04 UTC,purchase,electronics.video.tv,lg,821.61
2019-10-01 07:43:05 UTC,cart,electronics.smartphone,apple,464.06
2019-10-01 07:43:09 UTC,cart,electronics.smartphone,huawei,175.76
2019-10-01 07:43:10 UTC,purchase,computers.notebook,hp,223.69
2019-10-01 07:43:12 UTC,cart,electronics.video.tv,samsung,506.29
2019-10-01 07:43:14 UTC,purchase,electronics.audio.headphone,apple,189.82
2019-10-01 07:43:15 UTC,cart,electronics.smartphone,huawei,257.2
2019-10-01 07:43:16 UTC,purchase,appliances.kitchen.oven,asel,46.31
2019-10-01 07:43:18 UTC,purchase,electronics.smartphone,samsung,190.46
2019-10-01 07:43:23 UTC,purchase,electronics.video.tv,samsung,1106.82
2019-10-01 07:43:25 UTC,cart,electronics.smartphone,apple,464.06
2019-10-01 07:43:27 UTC,cart,electronics.smartphone,apple,514.76
2019-10-01 07:43:33 UTC,cart,electronics.audio.headphone,apple,161.93
2019-10-01 07:43:33 UTC,purchase,electronics.smartphone,samsung,130.7
2019-10-01 07:43:34 UTC,cart,electronics.audio.headphone,apple,161.93
2019-10-01 07:43:36 UTC,cart,electronics.smartphone,oppo,179.35
2019-10-01 07:43:36 UTC,cart,electronics.smartphone,samsung,254.26
2019-10-01 07:43:38 UTC,purchase,apparel.shoes.keds,nexpero,107.85
2019-10-01 07:43:41 UTC,cart,electronics.smartphone,samsung,241.18
2019-10-01 07:43:41 UTC,cart,electronics.smartphone,samsung,241.18
2019-10-01 07:43:42 UTC,purchase,electronics.smartphone,xiaomi,241.71
2019-10-01 07:43:44 UTC,purchase,electronics.audio.headphone,apple,161.93
2019-10-01 07:43:50 UTC,cart,electronics.smartphone,huawei,257.2
2019-10-01 07:43:51 UTC,cart,electronics.smartphone,samsung,241.18
2019-10-01 07:44:01 UTC,purchase,appliances.kitchen.washer,samsung,1184.05
2019-10-01 07:44:01 UTC,purchase,auto.accessories.player,jvc,46.33
2019-10-01 07:44:02 UTC,purchase,electronics.smartphone,samsung,286.35
2019-10-01 07:44:02 UTC,cart,electronics.audio.headphone,apple,189.82
2019-10-01 07:44:05 UTC,cart,electronics.smartphone,samsung,286.86
2019-10-01 07:44:05 UTC,purchase,appliances.kitchen.microwave,electrolux,138.92
2019-10-01 07:44:07 UTC,purchase,electronics.smartphone,samsung,174.45
2019-10-01 07:44:09 UTC,purchase,electronics.smartphone,samsung,286.86
2019-10-01 07:44:10 UTC,purchase,electronics.smartphone,apple,738.39
2019-10-01 07:44:10 UTC,cart,electronics.smartphone,xiaomi,241.71
2019-10-01 07:44:16 UTC,cart,electronics.smartphone,samsung,1206.78
2019-10-01 07:44:18 UTC,purchase,electronics.video.tv,tcl,269.22
2019-10-01 07:44:20 UTC,purchase,electronics.audio.headphone,apple,189.82
2019-10-01 07:44:23 UTC,purchase,kids.fmcg.diapers,pampers,5.51
2019-10-01 07:44:24 UTC,cart,electronics.smartphone,samsung,787.09
2019-10-01 07:44:24 UTC,purchase,electronics.audio.headphone,apple,189.82
2019-10-01 07:44:25 UTC,purchase,electronics.smartphone,huawei,154.16
2019-10-01 07:44:28 UTC,purchase,computers.desktop,zeta,74.57
2019-10-01 07:44:29 UTC,purchase,electronics.smartphone,apple,360.08
2019-10-01 07:44:33 UTC,cart,electronics.smartphone,samsung,231.64
2019-10-01 07:44:36 UTC,cart,electronics.smartphone,xiaomi,185.7
2019-10-01 07:44:37 UTC,cart,electronics.smartphone,huawei,130.92
2019-10-01 07:44:41 UTC,purchase,electronics.smartphone,samsung,254.26
2019-10-01 07:44:44 UTC,cart,electronics.telephone,nokia,22.55
2019-10-01 07:44:45 UTC,purchase,electronics.smartphone,samsung,174.45
2019-10-01 07:44:46 UTC,cart,electronics.smartphone,oppo,257.38
2019-10-01 07:44:46 UTC,purchase,electronics.smartphone,xiaomi,90.34
2019-10-01 07:44:47 UTC,cart,electronics.smartphone,huawei,130.92
2019-10-01 07:44:48 UTC,cart,electronics.smartphone,samsung,1044.81
2019-10-01 07:44:52 UTC,cart,electronics.smartphone,huawei,130.92
2019-10-01 07:44:54 UTC,purchase,electronics.smartphone,apple,579.16
2019-10-01 07:44:55 UTC,cart,electronics.telephone,nokia,22.55
2019-10-01 07:44:57 UTC,purchase,electronics.smartphone,xiaomi,167.31
2019-10-01 07:45:01 UTC,cart,electronics.smartphone,apple,514.76
2019-10-01 07:45:02 UTC,purchase,electronics.smartphone,samsung,130.7
2019-10-01 07:45:07 UTC,cart,electronics.smartphone,xiaomi,205.67
2019-10-01 07:45:08 UTC,cart,electronics.telephone,nokia,25.57
2019-10-01 07:45:09 UTC,purchase,kids.fmcg.diapers,huggies,17.25
2019-10-01 07:45:09 UTC,purchase,electronics.smartphone,samsung,787.09
2019-10-01 07:45:11 UTC,cart,electronics.smartphone,apple,746.22
2019-10-01 07:45:13 UTC,purchase,electronics.smartphone,apple,514.76
2019-10-01 07:45:13 UTC,cart,electronics.smartphone,samsung,1044.81
2019-10-01 07:45:15 UTC,purchase,appliances.environment.vacuum,samsung,64.33
2019-10-01 07:45:17 UTC,purchase,electronics.smartphone,apple,1070.8
2019-10-01 07:45:21 UTC,cart,electronics.video.tv,artel,256.88
2019-10-01 07:45:28 UTC,cart,electronics.smartphone,samsung,253.31
2019-10-01 07:45:30 UTC,purchase,appliances.kitchen.microwave,samsung,109.36
2019-10-01 07:45:30 UTC,cart,electronics.smartphone,apple,464.06
2019-10-01 07:45:31 UTC,purchase,electronics.smartphone,apple,965.02
2019-10-01 07:45:33 UTC,purchase,electronics.clocks,elari,48.24
2019-10-01 07:45:34 UTC,cart,electronics.smartphone,samsung,1044.81
2019-10-01 07:45:35 UTC,purchase,electronics.clocks,apple,346.68
2019-10-01 07:45:40 UTC,purchase,electronics.clocks,honor,148.01
2019-10-01 07:45:47 UTC,purchase,computers.notebook,hp,514.56
2019-10-01 07:45:48 UTC,cart,electronics.smartphone,huawei,177.44
2019-10-01 07:45:48 UTC,purchase,electronics.smartphone,samsung,231.64
2019-10-01 07:45:50 UTC,cart,electronics.smartphone,huawei,111.79
2019-10-01 07:45:52 UTC,purchase,auto.accessories.videoregister,ibox,56.63
2019-10-01 07:45:54 UTC,cart,electronics.smartphone,apple,975.56
2019-10-01 07:45:55 UTC,purchase,computers.peripherals.mouse,crown,8.09
2019-10-01 07:46:00 UTC,purchase,electronics.telephone,nokia,22.55
2019-10-01 07:46:00 UTC,purchase,appliances.environment.air_heater,electrolux,51.46
2019-10-01 07:46:02 UTC,cart,electronics.smartphone,apple,376.84
2019-10-01 07:46:07 UTC,purchase,computers.notebook,prestigio,257.15
2019-10-01 07:46:08 UTC,cart,electronics.smartphone,huawei,111.79
2019-10-01 07:46:10 UTC,purchase,electronics.smartphone,xiaomi,86.21
2019-10-01 07:46:13 UTC,cart,electronics.smartphone,apple,1747.79
2019-10-01 07:46:15 UTC,cart,electronics.smartphone,huawei,111.79
2019-10-01 07:46:20 UTC,purchase,electronics.smartphone,samsung,130.7
2019-10-01 07:46:22 UTC,cart,electronics.smartphone,samsung,130.7
2019-10-01 07:46:23 UTC,cart,electronics.smartphone,apple,587.53
2019-10-01 07:46:28 UTC,cart,electronics.smartphone,huawei,111.79
2019-10-01 07:46:30 UTC,purchase,electronics.smartphone,huawei,175.76
2019-10-01 07:46:31 UTC,purchase,electronics.smartphone,samsung,1044.81
2019-10-01 07:46:35 UTC,purchase,electronics.smartphone,samsung,241.18
2019-10-01 07:46:38 UTC,cart,electronics.smartphone,huawei,111.79
2019-10-01 07:46:42 UTC,purchase,computers.peripherals.printer,hp,131.83
2019-10-01 07:46:43 UTC,purchase,electronics.smartphone,apple,464.06
2019-10-01 07:46:45 UTC,purchase,electronics.smartphone,fly,48.88
2019-10-01 07:46:46 UTC,cart,electronics.smartphone,samsung,286.86
2019-10-01 07:46:49 UTC,purchase,electronics.smartphone,samsung,254.26
2019-10-01 07:46:53 UTC,purchase,electronics.smartphone,apple,587.53
2019-10-01 07:46:54 UTC,cart,electronics.smartphone,apple,1205.18
2019-10-01 07:47:00 UTC,purchase,electronics.smartphone,huawei,303.69
2019-10-01 07:47:06 UTC,cart,electronics.smartphone,samsung,388.43
2019-10-01 07:47:07 UTC,purchase,appliances.ironing_board,perilla,15.42
2019-10-01 07:47:11 UTC,purchase,electronics.video.tv,lg,694.17
2019-10-01 07:47:11 UTC,cart,electronics.smartphone,apple,464.06
2019-10-01 07:47:13 UTC,purchase,electronics.smartphone,samsung,133.81
2019-10-01 07:47:14 UTC,purchase,electronics.smartphone,xiaomi,100.12
2019-10-01 07:47:20 UTC,cart,electronics.smartphone,xiaomi,181.91
2019-10-01 07:47:20 UTC,cart,electronics.smartphone,samsung,286.86
2019-10-01 07:47:22 UTC,cart,electronics.smartphone,samsung,130.7
2019-10-01 07:47:29 UTC,cart,electronics.smartphone,xiaomi,185.7
2019-10-01 07:47:32 UTC,purchase,electronics.smartphone,samsung,130.7
2019-10-01 07:47:35 UTC,cart,electronics.video.tv,samsung,506.29
2019-10-01 07:47:37 UTC,purchase,electronics.smartphone,samsung,286.86
2019-10-01 07:47:40 UTC,purchase,electronics.smartphone,samsung,130.7
2019-10-01 07:47:41 UTC,cart,electronics.smartphone,apple,360.08
2019-10-01 07:47:41 UTC,purchase,electronics.smartphone,apple,464.06
2019-10-01 07:47:43 UTC,purchase,kids.skates,niio,29.6
2019-10-01 07:47:43 UTC,purchase,electronics.smartphone,xiaomi,86.21
2019-10-01 07:47:45 UTC,cart,electronics.audio.headphone,jbl,8.88
2019-10-01 07:47:45 UTC,cart,electronics.smartphone,samsung,203.35
2019-10-01 07:47:48 UTC,purchase,computers.notebook,acer,437.57
2019-10-01 07:47:48 UTC,cart,electronics.smartphone,samsung,253.33
2019-10-01 07:47:51 UTC,purchase,electronics.smartphone,apple,464.06
2019-10-01 07:47:53 UTC,cart,electronics.smartphone,samsung,95.21
2019-10-01 07:47:54 UTC,purchase,electronics.smartphone,apple,975.57
2019-10-01 07:47:55 UTC,cart,electronics.smartphone,xiaomi,185.7
2019-10-01 07:47:55 UTC,cart,appliances.environment.vacuum,samsung,64.08
2019-10-01 07:47:56 UTC,cart,appliances.environment.vacuum,xiaomi,488.81
2019-10-01 07:47:57 UTC,cart,electronics.smartphone,samsung,89.32
2019-10-01 07:47:57 UTC,cart,electronics.smartphone,samsung,89.32
2019-10-01 07:47:58 UTC,cart,electronics.smartphone,huawei,177.44
2019-10-01 07:48:00 UTC,cart,electronics.smartphone,apple,1415.48
2019-10-01 07:48:00 UTC,purchase,sport.bicycle,phoenix,257.12
2019-10-01 07:48:01 UTC,cart,electronics.smartphone,apple,803.96
2019-10-01 07:48:05 UTC,cart,electronics.video.tv,samsung,506.29
2019-10-01 07:48:05 UTC,cart,appliances.kitchen.blender,redmond,84.35
2019-10-01 07:48:06 UTC,purchase,electronics.smartphone,apple,975.56
2019-10-01 07:48:09 UTC,cart,electronics.smartphone,apple,360.08
2019-10-01 07:48:09 UTC,cart,electronics.smartphone,apple,946.97
2019-10-01 07:48:13 UTC,purchase,electronics.smartphone,samsung,241.18
2019-10-01 07:48:15 UTC,purchase,electronics.smartphone,samsung,286.86
2019-10-01 07:48:15 UTC,cart,electronics.smartphone,xiaomi,185.7
2019-10-01 07:48:15 UTC,cart,electronics.smartphone,xiaomi,90.34
2019-10-01 07:48:20 UTC,cart,appliances.environment.vacuum,samsung,64.08
2019-10-01 07:48:21 UTC,purchase,electronics.smartphone,samsung,286.86
2019-10-01 07:48:23 UTC,purchase,computers.notebook,lenovo,329.46
2019-10-01 07:48:23 UTC,cart,electronics.smartphone,samsung,154.39
2019-10-01 07:48:26 UTC,cart,electronics.smartphone,samsung,154.36
2019-10-01 07:48:29 UTC,purchase,electronics.smartphone,apple,803.96
2019-10-01 07:48:31 UTC,cart,electronics.smartphone,apple,738.39
2019-10-01 07:48:33 UTC,purchase,electronics.audio.headphone,elari,66.87
2019-10-01 07:48:34 UTC,cart,electronics.smartphone,xiaomi,185.7
2019-10-01 07:48:35 UTC,purchase,electronics.smartphone,xiaomi,181.91
2019-10-01 07:48:37 UTC,purchase,electronics.smartphone,samsung,388.43
2019-10-01 07:48:37 UTC,purchase,computers.notebook,hp,223.69
2019-10-01 07:48:38 UTC,cart,appliances.environment.vacuum,xiaomi,488.81
2019-10-01 07:48:40 UTC,cart,electronics.smartphone,samsung,174.45
2019-10-01 07:48:40 UTC,cart,electronics.smartphone,apple,746.22
2019-10-01 07:48:41 UTC,purchase,electronics.smartphone,huawei,177.44
2019-10-01 07:48:42 UTC,purchase,electronics.smartphone,apple,376.84
2019-10-01 07:48:43 UTC,purchase,electronics.smartphone,apple,1413.16
2019-10-01 07:48:44 UTC,cart,electronics.clocks,garmin,135.95
2019-10-01 07:48:48 UTC,purchase,electronics.smartphone,samsung,286.86
2019-10-01 07:48:49 UTC,cart,electronics.smartphone,apple,746.22
2019-10-01 07:48:49 UTC,cart,electronics.smartphone,apple,733.81
2019-10-01 07:48:51 UTC,cart,electronics.smartphone,samsung,174.45
2019-10-01 07:48:51 UTC,cart,electronics.clocks,garmin,135.95
2019-10-01 07:48:52 UTC,purchase,electronics.smartphone,apple,1093.95
2019-10-01 07:48:52 UTC,cart,electronics.smartphone,apple,1093.95
2019-10-01 07:48:54 UTC,cart,electronics.audio.headphone,jbl,8.88
2019-10-01 07:48:55 UTC,purchase,electronics.audio.headphone,samsung,127.05
2019-10-01 07:48:57 UTC,cart,electronics.audio.headphone,apple,189.82
2019-10-01 07:48:58 UTC,purchase,electronics.smartphone,samsung,203.35
2019-10-01 07:48:58 UTC,purchase,electronics.smartphone,xiaomi,197.43
2019-10-01 07:48:59 UTC,cart,appliances.environment.vacuum,xiaomi,488.81
2019-10-01 07:49:00 UTC,cart,electronics.video.tv,samsung,368.04
2019-10-01 07:49:01 UTC,cart,electronics.smartphone,samsung,286.86
2019-10-01 07:49:03 UTC,cart,electronics.smartphone,samsung,286.86
2019-10-01 07:49:05 UTC,cart,electronics.smartphone,xiaomi,164.17
2019-10-01 07:49:06 UTC,purchase,electronics.smartphone,apple,1747.79
2019-10-01 07:49:06 UTC,cart,appliances.environment.vacuum,samsung,64.08
2019-10-01 07:49:08 UTC,cart,appliances.environment.vacuum,samsung,64.08
2019-10-01 07:49:10 UTC,cart,electronics.smartphone,samsung,130.7
2019-10-01 07:49:10 UTC,purchase,appliances.kitchen.microwave,samsung,109.36
2019-10-01 07:49:11 UTC,cart,electronics.smartphone,samsung,154.39
2019-10-01 07:49:11 UTC,cart,electronics.smartphone,apple,738.39
2019-10-01 07:49:12 UTC,cart,electronics.smartphone,samsung,871.06
2019-10-01 07:49:14 UTC,cart,electronics.smartphone,apple,1541.87
2019-10-01 07:49:14 UTC,cart,electronics.smartphone,samsung,286.86
2019-10-01 07:49:15 UTC,purchase,electronics.video.tv,samsung,368.04
2019-10-01 07:49:15 UTC,cart,electronics.clocks,samsung,259.98
2019-10-01 07:49:17 UTC,purchase,electronics.smartphone,apple,733.81
2019-10-01 07:49:18 UTC,cart,electronics.smartphone,samsung,130.7
2019-10-01 07:49:19 UTC,purchase,appliances.environment.vacuum,samsung,128.45
2019-10-01 07:49:24 UTC,cart,appliances.environment.vacuum,samsung,64.08
2019-10-01 07:49:26 UTC,purchase,electronics.smartphone,samsung,174.45
2019-10-01 07:49:27 UTC,cart,electronics.smartphone,samsung,388.43
2019-10-01 07:49:30 UTC,cart,electronics.smartphone,apple,464.06
2019-10-01 07:49:31 UTC,cart,electronics.smartphone,apple,464.06
2019-10-01 07:49:32 UTC,cart,electronics.smartphone,apple,733.81
2019-10-01 07:49:34 UTC,cart,electronics.smartphone,samsung,154.39
2019-10-01 07:49:36 UTC,cart,electronics.smartphone,oppo,179.35
2019-10-01 07:49:38 UTC,cart,electronics.clocks,apple,419.6
2019-10-01 07:49:39 UTC,purchase,appliances.kitchen.blender,redmond,84.35
2019-10-01 07:49:40 UTC,cart,electronics.smartphone,samsung,254.26
2019-10-01 07:49:44 UTC,cart,electronics.smartphone,apple,733.81
2019-10-01 07:49:45 UTC,purchase,electronics.smartphone,samsung,130.7
2019-10-01 07:49:45 UTC,cart,electronics.smartphone,samsung,286.86
2019-10-01 07:49:45 UTC,purchase,electronics.audio.headphone,jbl,33.21
2019-10-01 07:49:45 UTC,cart,electronics.smartphone,huawei,177.44
2019-10-01 07:49:46 UTC,purchase,electronics.smartphone,apple,464.06
2019-10-01 07:49:46 UTC,purchase,electronics.smartphone,apple,1142.5
2019-10-01 07:49:46 UTC,cart,electronics.smartphone,samsung,241.18
2019-10-01 07:49:48 UTC,purchase,appliances.kitchen.refrigerators,midea,218.54
2019-10-01 07:49:49 UTC,purchase,electronics.smartphone,samsung,286.86
2019-10-01 07:49:51 UTC,purchase,electronics.smartphone,samsung,169.86
2019-10-01 07:49:51 UTC,purchase,electronics.smartphone,samsung,154.39
2019-10-01 07:49:51 UTC,cart,electronics.smartphone,apple,377.09
2019-10-01 07:49:52 UTC,cart,electronics.smartphone,samsung,615.56
2019-10-01 07:49:56 UTC,cart,electronics.smartphone,samsung,286.86
2019-10-01 07:50:04 UTC,purchase,electronics.smartphone,apple,1093.95
2019-10-01 07:50:05 UTC,purchase,electronics.smartphone,samsung,89.32
2019-10-01 07:50:05 UTC,purchase,appliances.environment.vacuum,samsung,64.08
2019-10-01 07:50:06 UTC,cart,electronics.smartphone,samsung,174.45
2019-10-01 07:50:07 UTC,purchase,electronics.video.tv,samsung,560.89
2019-10-01 07:50:08 UTC,purchase,electronics.smartphone,samsung,286.86
2019-10-01 07:50:10 UTC,cart,electronics.smartphone,apple,464.06
2019-10-01 07:50:12 UTC,purchase,electronics.smartphone,apple,746.22
2019-10-01 07:50:13 UTC,cart,electronics.smartphone,samsung,174.45
2019-10-01 07:50:13 UTC,purchase,appliances.kitchen.washer,samsung,295.49
2019-10-01 07:50:15 UTC,cart,electronics.smartphone,samsung,133.81
2019-10-01 07:50:16 UTC,cart,electronics.smartphone,apple,733.81
2019-10-01 07:50:20 UTC,cart,electronics.smartphone,samsung,130.7
2019-10-01 07:50:21 UTC,cart,electronics.smartphone,xiaomi,90.34
2019-10-01 07:50:21 UTC,cart,electronics.audio.headphone,xiaomi,22.39
2019-10-01 07:50:22 UTC,purchase,electronics.video.tv,samsung,693.94
2019-10-01 07:50:24 UTC,purchase,electronics.clocks,samsung,259.98
2019-10-01 07:50:30 UTC,purchase,appliances.personal.hair_cutter,elenberg,23.14
2019-10-01 07:50:33 UTC,purchase,electronics.smartphone,samsung,203.35
2019-10-01 07:50:33 UTC,cart,electronics.smartphone,apple,464.06
2019-10-01 07:50:33 UTC,purchase,electronics.smartphone,samsung,130.7
2019-10-01 07:50:35 UTC,cart,electronics.smartphone,apple,975.56
2019-10-01 07:50:37 UTC,purchase,electronics.smartphone,samsung,154.39
2019-10-01 07:50:38 UTC,cart,appliances.environment.water_heater,ariston,210.28
2019-10-01 07:50:41 UTC,purchase,electronics.smartphone,samsung,174.45
2019-10-01 07:50:45 UTC,purchase,electronics.smartphone,samsung,388.43
2019-10-01 07:50:47 UTC,purchase,electronics.smartphone,samsung,388.43
2019-10-01 07:50:47 UTC,purchase,electronics.smartphone,apple,738.39
2019-10-01 07:50:53 UTC,cart,electronics.smartphone,apple,733.81
2019-10-01 07:50:53 UTC,cart,electronics.smartphone,samsung,253.31
2019-10-01 07:50:54 UTC,purchase,electronics.smartphone,apple,464.06
2019-10-01 07:50:55 UTC,cart,electronics.smartphone,xiaomi,90.34
2019-10-01 07:50:55 UTC,cart,electronics.audio.headphone,xiaomi,22.39
2019-10-01 07:50:56 UTC,cart,electronics.audio.headphone,xiaomi,22.39
2019-10-01 07:50:57 UTC,cart,appliances.environment.water_heater,ariston,210.28
2019-10-01 07:50:57 UTC,purchase,electronics.audio.headphone,apple,161.93
2019-10-01 07:50:58 UTC,purchase,electronics.smartphone,apple,514.76
2019-10-01 07:50:58 UTC,purchase,appliances.environment.air_heater,timberk,51.46
2019-10-01 07:51:01 UTC,purchase,appliances.kitchen.refrigerators,lg,573.81
2019-10-01 07:51:02 UTC,cart,electronics.smartphone,apple,464.06
2019-10-01 07:51:02 UTC,cart,electronics.smartphone,apple,1012.77
2019-10-01 07:51:09 UTC,purchase,sport.bicycle,torrent,115.81
2019-10-01 07:51:11 UTC,cart,electronics.smartphone,apple,464.06
2019-10-01 07:51:12 UTC,cart,electronics.smartphone,samsung,130.7
2019-10-01 07:51:13 UTC,cart,appliances.environment.water_heater,ariston,210.28
2019-10-01 07:51:19 UTC,purchase,electronics.smartphone,apple,733.81
2019-10-01 07:51:19 UTC,purchase,electronics.smartphone,apple,975.56
2019-10-01 07:51:22 UTC,purchase,electronics.smartphone,apple,946.97
2019-10-01 07:51:24 UTC,purchase,computers.notebook,acer,643.26
2019-10-01 07:51:25 UTC,cart,electronics.video.tv,samsung,282.2
2019-10-01 07:51:27 UTC,cart,electronics.smartphone,apple,1747.79
2019-10-01 07:51:29 UTC,purchase,appliances.environment.vacuum,samsung,64.08
2019-10-01 07:51:29 UTC,purchase,appliances.kitchen.refrigerators,midea,144.12
2019-10-01 07:51:31 UTC,cart,electronics.smartphone,samsung,787.09
2019-10-01 07:51:32 UTC,purchase,electronics.smartphone,apple,1747.79
2019-10-01 07:51:33 UTC,cart,electronics.smartphone,samsung,130.7
2019-10-01 07:51:35 UTC,purchase,electronics.clocks,xiaomi,68.0
2019-10-01 07:51:35 UTC,purchase,electronics.smartphone,samsung,133.81
2019-10-01 07:51:40 UTC,purchase,auto.accessories.alarm,starline,121.24
2019-10-01 07:51:41 UTC,purchase,construction.tools.saw,stihl,179.93
2019-10-01 07:51:43 UTC,cart,electronics.smartphone,huawei,154.16
2019-10-01 07:51:45 UTC,cart,electronics.smartphone,apple,1619.09
2019-10-01 07:51:46 UTC,cart,electronics.smartphone,huawei,154.16
2019-10-01 07:51:46 UTC,purchase,computers.desktop,lenovo,1930.47
2019-10-01 07:51:47 UTC,cart,construction.tools.saw,huter,84.66
2019-10-01 07:51:48 UTC,cart,electronics.smartphone,huawei,154.16
2019-10-01 07:51:50 UTC,cart,electronics.audio.headphone,apple,161.93
2019-10-01 07:51:51 UTC,cart,electronics.smartphone,samsung,130.7
2019-10-01 07:51:51 UTC,cart,electronics.smartphone,oppo,179.35
2019-10-01 07:51:54 UTC,cart,electronics.smartphone,xiaomi,348.53
2019-10-01 07:51:55 UTC,cart,electronics.smartphone,huawei,130.92
2019-10-01 07:51:55 UTC,cart,electronics.smartphone,apple,1052.79
2019-10-01 07:52:02 UTC,purchase,electronics.smartphone,samsung,174.45
2019-10-01 07:52:03 UTC,purchase,computers.notebook,hp,1029.6
2019-10-01 07:52:04 UTC,purchase,electronics.smartphone,apple,464.06
2019-10-01 07:52:05 UTC,cart,electronics.audio.headphone,apple,189.82
2019-10-01 07:52:11 UTC,purchase,electronics.smartphone,samsung,787.09
2019-10-01 07:52:12 UTC,cart,electronics.smartphone,apple,1012.77
2019-10-01 07:52:14 UTC,purchase,electronics.smartphone,samsung,133.81
2019-10-01 07:52:17 UTC,purchase,electronics.smartphone,apple,733.81
2019-10-01 07:52:19 UTC,purchase,electronics.smartphone,huawei,94.97
2019-10-01 07:52:19 UTC,purchase,electronics.smartphone,apple,464.06
2019-10-01 07:52:21 UTC,purchase,construction.tools.saw,huter,84.66
2019-10-01 07:52:23 UTC,purchase,computers.notebook,lenovo,251.74
2019-10-01 07:52:24 UTC,purchase,appliances.environment.water_heater,ariston,210.28
2019-10-01 07:52:24 UTC,purchase,electronics.smartphone,samsung,388.43
2019-10-01 07:52:26 UTC,cart,electronics.smartphone,apple,579.16
2019-10-01 07:52:26 UTC,purchase,electronics.smartphone,samsung,130.7
2019-10-01 07:52:27 UTC,purchase,auto.accessories.player,kenwood,59.2
2019-10-01 07:52:30 UTC,purchase,electronics.audio.headphone,apple,161.93
2019-10-01 07:52:31 UTC,cart,electronics.smartphone,apple,975.56
2019-10-01 07:52:32 UTC,cart,electronics.smartphone,xiaomi,185.7
2019-10-01 07:52:34 UTC,cart,electronics.smartphone,apple,360.08
2019-10-01 07:52:35 UTC,cart,electronics.smartphone,samsung,203.35
2019-10-01 07:52:36 UTC,cart,electronics.smartphone,xiaomi,185.7
2019-10-01 07:52:36 UTC,cart,electronics.smartphone,apple,975.56
2019-10-01 07:52:41 UTC,cart,electronics.smartphone,samsung,130.7
2019-10-01 07:52:41 UTC,cart,electronics.smartphone,apple,1052.79
2019-10-01 07:52:42 UTC,purchase,electronics.smartphone,xiaomi,136.43
2019-10-01 07:52:43 UTC,purchase,electronics.smartphone,apple,360.08
2019-10-01 07:52:46 UTC,purchase,construction.tools.drill,total,77.1
2019-10-01 07:52:47 UTC,purchase,electronics.video.tv,kivi,190.45
2019-10-01 07:52:48 UTC,cart,electronics.smartphone,apple,975.56
2019-10-01 07:52:50 UTC,purchase,electronics.smartphone,xiaomi,90.34
2019-10-01 07:52:51 UTC,cart,electronics.smartphone,apple,738.39
2019-10-01 07:52:53 UTC,purchase,appliances.kitchen.washer,indesit,179.67
2019-10-01 07:53:04 UTC,purchase,electronics.smartphone,apple,975.56
2019-10-01 07:53:08 UTC,cart,electronics.smartphone,samsung,154.39
2019-10-01 07:53:08 UTC,purchase,electronics.smartphone,samsung,154.36
2019-10-01 07:53:09 UTC,purchase,construction.tools.saw,huter,92.13
2019-10-01 07:53:09 UTC,cart,electronics.smartphone,apple,1413.16
2019-10-01 07:53:13 UTC,cart,electronics.smartphone,samsung,130.7
2019-10-01 07:53:13 UTC,purchase,electronics.smartphone,apple,975.56
2019-10-01 07:53:17 UTC,cart,electronics.smartphone,samsung,871.06
2019-10-01 07:53:17 UTC,purchase,electronics.smartphone,samsung,130.7
2019-10-01 07:53:17 UTC,purchase,electronics.smartphone,oppo,179.35
2019-10-01 07:53:17 UTC,purchase,electronics.smartphone,samsung,253.31
2019-10-01 07:53:18 UTC,purchase,electronics.smartphone,apple,975.57
2019-10-01 07:53:20 UTC,cart,electronics.smartphone,apple,376.84
2019-10-01 07:53:25 UTC,purchase,electronics.smartphone,huawei,154.16
